"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","470","Login via API returns token","","Thu May 22 08:51:57 GMT 2025","passed","Thu May 22 08:51:57 GMT 2025","","API Login:","API Login:","Login via API returns token"
"","1398","User logs in successfully","","Thu May 22 08:52:00 GMT 2025","passed","Thu May 22 08:52:01 GMT 2025","","Login:","Login:","User logs in successfully"
